email_id,fecha_raw,asunto_raw,remitente,zona,texto_mail,thread_id
166,2025-06-02 00:00,Re: Re: falta producto,reclamos@hotmail.com,José C. Paz,Espero una pronta respuesta. No es la primera vez que pasa esto. Aguardo solución urgente.,1142
167,"Jun 15, 2025",Demora en entrega,reclamos@hotmail.com,Vicente López,"Espero una pronta respuesta. No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido.",1143
168,05/05/25,Cobro incorrecto,usuario@yahoo.com,San Fernando,"Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta.",1144
169,2025-05-10 00:00,Entrega tarde otra vez,reclamos@hotmail.com,San Fernando,"Muy mal servicio. No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta.",1145
170,2025-04-23 00:00,Pedido incompleto,cliente123@outlook.com,San Martín,No es la primera vez que pasa esto. Muy mal servicio. Espero una pronta respuesta. Aguardo solución urgente.,1146
171,01/03/25,Demora nuevamente,reclamos@hotmail.com,San Miguel,Espero una pronta respuesta. Muy mal servicio.,1147
172,"Mar 14, 2025",Demora nuevamente,cliente123@outlook.com,San Fernando,Aguardo solución urgente. No es la primera vez que pasa esto.,1148
173,"Jan 14, 2025",Problema con el repartidor,reclamos@hotmail.com,José C. Paz,"Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido.",1149
174,22/01/25,Error en la factura,reclamos@hotmail.com,San Miguel,"No es la primera vez que pasa esto. Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta.",1150
175,2025-03-31 00:00,Demora nuevamente,cliente123@outlook.com,Vicente López,"Aguardo solución urgente. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido.",1151
176,2025/01/21,No recibí mi pedido,usuario@yahoo.com,Vicente López,"Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta. Aguardo solución urgente.",1152
177,2025/01/10,Re: Re: falta producto,cliente123@outlook.com,San Fernando,"Muy mal servicio. Aguardo solución urgente. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido.",1152
178,2025/01/05,Demora en entrega,usuario@yahoo.com,San Fernando,"Aguardo solución urgente. Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1153
179,2025-03-19 00:00,Queja repartidor,cliente@gmail.com,Tigre,"Aguardo solución urgente. Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido.",1154
180,2025-05-08 00:00,Entrega tarde otra vez,usuario@yahoo.com,San Fernando,"Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta.",1155
181,"Mar 03, 2025",Reclamo por cobro,usuario@yahoo.com,San Isidro,"Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente. Muy mal servicio.",1156
182,2025-05-01 00:00,No recibí mi pedido,cliente123@outlook.com,San Martín,"Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta. Aguardo solución urgente.",1157
183,2025-03-03 00:00,Reclamo por cobro,reclamos@hotmail.com,San Fernando,Espero una pronta respuesta. Aguardo solución urgente.,1158
184,"Jun 25, 2025",Pedido incompleto,cliente123@outlook.com,San Fernando,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio.",1159
185,17/03/25,Pedido NO entregado!!!,cliente@gmail.com,Tigre,Espero una pronta respuesta. Aguardo solución urgente.,1160
186,"May 20, 2025",No recibí mi pedido,reclamos@hotmail.com,Vicente López,"No es la primera vez que pasa esto. Espero una pronta respuesta. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido.",1161
187,2025-03-11 00:00,Cobro incorrecto,reclamos@hotmail.com,Malvinas Argentinas,Muy mal servicio. Aguardo solución urgente. No es la primera vez que pasa esto.,1162
188,"May 08, 2025",Pedido incompleto,reclamos@hotmail.com,José C. Paz,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. Aguardo solución urgente.",1163
189,04/06/25,Re: Pedido incompleto,reclamos@hotmail.com,San Martín,"Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta.",1163
190,"Mar 20, 2025",Error en la factura,cliente123@outlook.com,San Fernando,"Muy mal servicio. Espero una pronta respuesta. No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido.",1164
191,"Jun 07, 2025",Reclamo por cobro,reclamos@hotmail.com,Vicente López,Muy mal servicio. Espero una pronta respuesta.,1165
192,08/01/25,Pedido incompleto,cliente123@outlook.com,Vicente López,"Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1166
193,"Apr 03, 2025",Reclamo por cobro,cliente@gmail.com,San Fernando,Muy mal servicio. Espero una pronta respuesta. No es la primera vez que pasa esto. Aguardo solución urgente.,1167
194,27/05/25,Demora en entrega,reclamos@hotmail.com,Malvinas Argentinas,"Espero una pronta respuesta. No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido.",1168
195,"Feb 17, 2025",RECLAMO pedido no llego,cliente123@outlook.com,José C. Paz,Espero una pronta respuesta. Aguardo solución urgente.,1169
196,2025/02/24,Demora nuevamente,cliente123@outlook.com,Tigre,"No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido.",1170
197,"Feb 14, 2025",Demora nuevamente,cliente@gmail.com,San Martín,"Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente. No es la primera vez que pasa esto.",1171
198,10/02/25,Error en la factura,reclamos@hotmail.com,José C. Paz,"Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1172
199,"Mar 02, 2025",Re: Re: falta producto,cliente@gmail.com,San Martín,"Aguardo solución urgente. Espero una pronta respuesta. No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido.",1172
200,2025/01/17,Demora en entrega,cliente123@outlook.com,San Miguel,"Muy mal servicio. Aguardo solución urgente. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido.",1173
201,2025-03-23 00:00,Re: Re: falta producto,cliente123@outlook.com,San Miguel,"Aguardo solución urgente. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio.",1173
202,2025-04-21 00:00,Re: Re: falta producto,cliente@gmail.com,José C. Paz,Espero una pronta respuesta. No es la primera vez que pasa esto.,1173
203,24/03/25,Pedido incompleto,reclamos@hotmail.com,José C. Paz,"Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta. Aguardo solución urgente.",1174
204,2025/02/02,Problema con el repartidor,cliente@gmail.com,José C. Paz,"No es la primera vez que pasa esto. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio.",1175
205,2025-01-08 00:00,Pedido NO entregado!!!,cliente@gmail.com,Escobar,"No es la primera vez que pasa esto. Muy mal servicio. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido.",1176
206,2025/06/10,Servicio pésimo,reclamos@hotmail.com,San Miguel,Muy mal servicio. Espero una pronta respuesta.,1177
207,2025-01-19 00:00,Demora nuevamente,usuario@yahoo.com,San Miguel,"Muy mal servicio. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido.",1178
208,05/06/25,Cobro incorrecto,reclamos@hotmail.com,San Martín,"Espero una pronta respuesta. Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1179
209,23/03/25,Entrega tarde otra vez,cliente123@outlook.com,San Isidro,"Muy mal servicio. No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido.",1180
210,2025/01/13,Entrega tarde otra vez,cliente123@outlook.com,Malvinas Argentinas,No es la primera vez que pasa esto. Espero una pronta respuesta.,1181
211,18/02/25,Cobro incorrecto,cliente123@outlook.com,José C. Paz,Muy mal servicio. Espero una pronta respuesta. No es la primera vez que pasa esto.,1182
212,"Jan 24, 2025",RECLAMO pedido no llego,cliente123@outlook.com,Tigre,Aguardo solución urgente. Espero una pronta respuesta.,1183
213,2025/01/13,Pedido NO entregado!!!,cliente123@outlook.com,San Miguel,"Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio.",1184
214,2025/02/04,Re: Pedido incompleto,reclamos@hotmail.com,Malvinas Argentinas,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. Aguardo solución urgente.",1184
215,2025/04/03,MAL SERVICIO,cliente@gmail.com,Malvinas Argentinas,"Muy mal servicio. Espero una pronta respuesta. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido.",1185
216,"Jan 25, 2025",Re: Re: falta producto,reclamos@hotmail.com,San Martín,"Espero una pronta respuesta. No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio.",1185
217,2025-01-12 00:00,Pedido NO entregado!!!,usuario@yahoo.com,San Martín,"Aguardo solución urgente. Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido.",1186
218,2025/03/25,Re: Re: falta producto,usuario@yahoo.com,Malvinas Argentinas,Espero una pronta respuesta. Aguardo solución urgente. Muy mal servicio. No es la primera vez que pasa esto.,1186
219,2025-05-02 00:00,Error en la factura,reclamos@hotmail.com,San Martín,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. Espero una pronta respuesta. No es la primera vez que pasa esto.",1187
220,"Jun 02, 2025",RECLAMO pedido no llego,reclamos@hotmail.com,Tigre,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. Aguardo solución urgente. No es la primera vez que pasa esto.",1188
221,24/06/25,Re: Re: falta producto,cliente@gmail.com,San Isidro,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio.",1188
222,18/04/25,Cobro incorrecto,cliente123@outlook.com,Tigre,Aguardo solución urgente. Muy mal servicio. Espero una pronta respuesta.,1189
223,30/06/25,Pedido NO entregado!!!,usuario@yahoo.com,José C. Paz,Muy mal servicio. Aguardo solución urgente. No es la primera vez que pasa esto.,1190
224,2025/04/28,Pedido incompleto,reclamos@hotmail.com,Escobar,"Muy mal servicio. No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente.",1191
225,2025/02/27,Error en la factura,reclamos@hotmail.com,Tigre,Muy mal servicio. Espero una pronta respuesta. No es la primera vez que pasa esto. Aguardo solución urgente.,1192
226,2025-03-15 00:00,Problema con el repartidor,cliente123@outlook.com,Malvinas Argentinas,"No es la primera vez que pasa esto. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido.",1193
227,2025/01/21,Error en la factura,cliente123@outlook.com,Escobar,"Muy mal servicio. No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente.",1194
228,2025-02-05 00:00,Problema con el repartidor,usuario@yahoo.com,Tigre,Aguardo solución urgente. No es la primera vez que pasa esto.,1195
229,2025-01-14 00:00,Queja repartidor,cliente123@outlook.com,San Martín,"Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta. Aguardo solución urgente.",1196
230,21/05/25,RECLAMO pedido no llego,cliente123@outlook.com,San Miguel,No es la primera vez que pasa esto. Espero una pronta respuesta. Aguardo solución urgente.,1197
231,2025-06-15 00:00,Error en la factura,cliente@gmail.com,Tigre,"Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto. Muy mal servicio. Aguardo solución urgente.",1198
232,"Apr 12, 2025",Pedido NO entregado!!!,usuario@yahoo.com,Escobar,"Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta.",1199
233,2025/03/27,Entrega tarde otra vez,cliente123@outlook.com,José C. Paz,Muy mal servicio. No es la primera vez que pasa esto. Espero una pronta respuesta. Aguardo solución urgente.,1200
234,2025-02-19 00:00,Problema con el repartidor,reclamos@hotmail.com,San Fernando,"Muy mal servicio. Espero una pronta respuesta. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido.",1201
235,2025/03/28,RECLAMO pedido no llego,usuario@yahoo.com,San Fernando,Muy mal servicio. Aguardo solución urgente. Espero una pronta respuesta. No es la primera vez que pasa esto.,1202
236,2025-04-13 00:00,Demora en entrega,usuario@yahoo.com,San Fernando,"Espero una pronta respuesta. No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido.",1203
237,09/04/25,Problema con el repartidor,cliente123@outlook.com,Escobar,"Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1204
238,27/06/25,Reclamo por cobro,cliente@gmail.com,San Isidro,Espero una pronta respuesta. No es la primera vez que pasa esto. Muy mal servicio.,1205
239,2025-06-26 00:00,Error en la factura,reclamos@hotmail.com,San Martín,"No es la primera vez que pasa esto. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio.",1206
240,2025/04/27,Re: Re: falta producto,cliente123@outlook.com,José C. Paz,"Aguardo solución urgente. No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido.",1206
241,"May 15, 2025",Demora en entrega,reclamos@hotmail.com,San Isidro,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente. Espero una pronta respuesta. Muy mal servicio.",1207
242,2025/02/12,Re: Re: falta producto,cliente123@outlook.com,San Isidro,"No es la primera vez que pasa esto. Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente.",1207
243,27/04/25,Pedido NO entregado!!!,cliente123@outlook.com,San Miguel,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. Espero una pronta respuesta. No es la primera vez que pasa esto.",1208
244,2025/04/12,RECLAMO pedido no llego,cliente@gmail.com,Tigre,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente. No es la primera vez que pasa esto. Espero una pronta respuesta.",1209
245,2025-05-19 00:00,Demora en entrega,cliente@gmail.com,San Miguel,Espero una pronta respuesta. Muy mal servicio.,1210
246,"Feb 04, 2025",Pedido incompleto,reclamos@hotmail.com,Malvinas Argentinas,"Muy mal servicio. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido.",1211
247,2025/06/17,Re: Re: falta producto,cliente@gmail.com,San Fernando,"Muy mal servicio. No es la primera vez que pasa esto. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido.",1211
248,2025/01/06,RECLAMO pedido no llego,cliente123@outlook.com,José C. Paz,"Aguardo solución urgente. Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido.",1212
249,2025/04/28,Queja repartidor,usuario@yahoo.com,Escobar,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente.",1213
250,2025-06-07 00:00,Re: Pedido incompleto,usuario@yahoo.com,Tigre,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente.",1213
251,2025-06-03 00:00,Demora nuevamente,usuario@yahoo.com,Vicente López,Muy mal servicio. No es la primera vez que pasa esto. Espero una pronta respuesta.,1214
